userId	geneSymbol	geneName	entrezgene	gLink
CG9270	CG9270	NA	35366	https://www.ncbi.nlm.nih.gov/gene/?term=35366
tadr	tadr	torn and diminished rhabdomeres	35370	https://www.ncbi.nlm.nih.gov/gene/?term=35370
CG33511	CG33511	NA	3346223	https://www.ncbi.nlm.nih.gov/gene/?term=3346223
CG33510	CG33510	NA	3346224	https://www.ncbi.nlm.nih.gov/gene/?term=3346224
CG33509	CG33509	NA	3346225	https://www.ncbi.nlm.nih.gov/gene/?term=3346225
ppk13	ppk13	pickpocket 13	3346226	https://www.ncbi.nlm.nih.gov/gene/?term=3346226
CG14397	CG14397	NA	8674022	https://www.ncbi.nlm.nih.gov/gene/?term=8674022
CR43809	CR43809	NA	14462811	https://www.ncbi.nlm.nih.gov/gene/?term=14462811
Nhe2	Nhe2	Na[+]/H[+] hydrogen exchanger 2	35376	https://www.ncbi.nlm.nih.gov/gene/?term=35376
CR44056	CR44056	NA	14462812	https://www.ncbi.nlm.nih.gov/gene/?term=14462812
CG31627	CG31627	NA	318860	https://www.ncbi.nlm.nih.gov/gene/?term=318860
CR44911	CR44911	NA	19835639	https://www.ncbi.nlm.nih.gov/gene/?term=19835639
Ret	Ret	Ret oncogene	43875	https://www.ncbi.nlm.nih.gov/gene/?term=43875
CG31624	CG31624	NA	35393	https://www.ncbi.nlm.nih.gov/gene/?term=35393
CG31988	CG31988	NA	326182	https://www.ncbi.nlm.nih.gov/gene/?term=326182
clumsy	clumsy	clumsy	35394	https://www.ncbi.nlm.nih.gov/gene/?term=35394
CG31626	CG31626	NA	318859	https://www.ncbi.nlm.nih.gov/gene/?term=318859
CR45713	CR45713	NA	19835332	https://www.ncbi.nlm.nih.gov/gene/?term=19835332
Gr39a	Gr39a	Gustatory receptor 39a	117346	https://www.ncbi.nlm.nih.gov/gene/?term=117346
CR44785	CR44785	NA	19835582	https://www.ncbi.nlm.nih.gov/gene/?term=19835582
CR42696	CR42696	NA	19836174	https://www.ncbi.nlm.nih.gov/gene/?term=19836174
dimm	dimm	dimmed	35404	https://www.ncbi.nlm.nih.gov/gene/?term=35404
dtr	dtr	defective transmitter release	318856	https://www.ncbi.nlm.nih.gov/gene/?term=318856
Gr39b	Gr39b	Gustatory receptor 39b	117347	https://www.ncbi.nlm.nih.gov/gene/?term=117347
His2B:CG33868	His2B:CG33868	NA	3772265	https://www.ncbi.nlm.nih.gov/gene/?term=3772265
nompB	nompB	no mechanoreceptor potential B	35414	https://www.ncbi.nlm.nih.gov/gene/?term=35414
CR43148	CR43148	NA	12798034	https://www.ncbi.nlm.nih.gov/gene/?term=12798034
Ac3	Ac3	Ac3	35419	https://www.ncbi.nlm.nih.gov/gene/?term=35419
CG2225	CG2225	NA	35421	https://www.ncbi.nlm.nih.gov/gene/?term=35421
CG31612	CG31612	NA	35427	https://www.ncbi.nlm.nih.gov/gene/?term=35427
CG11630	CG11630	NA	35429	https://www.ncbi.nlm.nih.gov/gene/?term=35429
CR44269	CR44269	NA	19835478	https://www.ncbi.nlm.nih.gov/gene/?term=19835478
CR44786	CR44786	NA	19836087	https://www.ncbi.nlm.nih.gov/gene/?term=19836087
tsh	tsh	teashirt	35430	https://www.ncbi.nlm.nih.gov/gene/?term=35430
CR44917	CR44917	NA	19835662	https://www.ncbi.nlm.nih.gov/gene/?term=19835662
CR44918	CR44918	NA	19836161	https://www.ncbi.nlm.nih.gov/gene/?term=19836161
CR44919	CR44919	NA	19835223	https://www.ncbi.nlm.nih.gov/gene/?term=19835223
CR44920	CR44920	NA	19835731	https://www.ncbi.nlm.nih.gov/gene/?term=19835731
CR45362	CR45362	NA	19834802	https://www.ncbi.nlm.nih.gov/gene/?term=19834802
CR43762	CR43762	NA	14462813	https://www.ncbi.nlm.nih.gov/gene/?term=14462813
CG11629	CG11629	NA	35431	https://www.ncbi.nlm.nih.gov/gene/?term=35431
CG1421	CG1421	NA	35432	https://www.ncbi.nlm.nih.gov/gene/?term=35432
CG1428	CG1428	NA	35433	https://www.ncbi.nlm.nih.gov/gene/?term=35433
CG31600	CG31600	NA	318834	https://www.ncbi.nlm.nih.gov/gene/?term=318834
CG11634	CG11634	NA	35434	https://www.ncbi.nlm.nih.gov/gene/?term=35434
CR45704	CR45704	NA	19835866	https://www.ncbi.nlm.nih.gov/gene/?term=19835866
CR44217	CR44217	NA	14462814	https://www.ncbi.nlm.nih.gov/gene/?term=14462814
CR44803	CR44803	NA	19836043	https://www.ncbi.nlm.nih.gov/gene/?term=19836043
CR44916	CR44916	NA	19836108	https://www.ncbi.nlm.nih.gov/gene/?term=19836108
CG31693	CG31693	NA	318887	https://www.ncbi.nlm.nih.gov/gene/?term=318887
tio	tio	tiptop	44272	https://www.ncbi.nlm.nih.gov/gene/?term=44272
CG41434	CG41434	NA	4379897	https://www.ncbi.nlm.nih.gov/gene/?term=4379897
CG31601	CG31601	NA	318835	https://www.ncbi.nlm.nih.gov/gene/?term=318835
CG34173	CG34173	NA	5740285	https://www.ncbi.nlm.nih.gov/gene/?term=5740285
CG42597	CG42597	NA	8674090	https://www.ncbi.nlm.nih.gov/gene/?term=8674090
CG31702	CG31702	NA	318904	https://www.ncbi.nlm.nih.gov/gene/?term=318904
ttm3	ttm3	tiny tim 3	35437	https://www.ncbi.nlm.nih.gov/gene/?term=35437
CG31703	CG31703	NA	318905	https://www.ncbi.nlm.nih.gov/gene/?term=318905
CG15219	CG15219	NA	49992	https://www.ncbi.nlm.nih.gov/gene/?term=49992
CG10834	CG10834	NA	35438	https://www.ncbi.nlm.nih.gov/gene/?term=35438
CG6675	CG6675	NA	35439	https://www.ncbi.nlm.nih.gov/gene/?term=35439
Ir40a	Ir40a	Ionotropic receptor 40a	35449	https://www.ncbi.nlm.nih.gov/gene/?term=35449
CR43765	CR43765	NA	14462815	https://www.ncbi.nlm.nih.gov/gene/?term=14462815
CR43242	CR43242	NA	12798537	https://www.ncbi.nlm.nih.gov/gene/?term=12798537
Gpb5	Gpb5	Glycoprotein hormone beta 5	3355097	https://www.ncbi.nlm.nih.gov/gene/?term=3355097
CG40498	CG40498	NA	3354890	https://www.ncbi.nlm.nih.gov/gene/?term=3354890
l(2)41Ab	l(2)41Ab	lethal (2) 41Ab	5740691	https://www.ncbi.nlm.nih.gov/gene/?term=5740691
CR44043	CR44043	NA	14462346	https://www.ncbi.nlm.nih.gov/gene/?term=14462346
CG41520	CG41520	NA	5740294	https://www.ncbi.nlm.nih.gov/gene/?term=5740294
CG17684	CG17684	NA	3355066	https://www.ncbi.nlm.nih.gov/gene/?term=3355066
CR44100	CR44100	NA	14462535	https://www.ncbi.nlm.nih.gov/gene/?term=14462535
CR45471	CR45471	NA	19834754	https://www.ncbi.nlm.nih.gov/gene/?term=19834754
CG44102	CG44102	NA	14462537	https://www.ncbi.nlm.nih.gov/gene/?term=14462537
Ir41a	Ir41a	Ionotropic receptor 41a	2768714	https://www.ncbi.nlm.nih.gov/gene/?term=2768714
TpnC41C	TpnC41C	Troponin C at 41C	35473	https://www.ncbi.nlm.nih.gov/gene/?term=35473
CR41443	CR41443	NA	12798069	https://www.ncbi.nlm.nih.gov/gene/?term=12798069
CR42646	CR42646	NA	10178834	https://www.ncbi.nlm.nih.gov/gene/?term=10178834
CG30438	CG30438	NA	246614	https://www.ncbi.nlm.nih.gov/gene/?term=246614
TpnC4	TpnC4	Troponin C isoform 4	35498	https://www.ncbi.nlm.nih.gov/gene/?term=35498
CR45472	CR45472	NA	19835066	https://www.ncbi.nlm.nih.gov/gene/?term=19835066
ap	ap	apterous	35509	https://www.ncbi.nlm.nih.gov/gene/?term=35509
CG7791	CG7791	NA	35511	https://www.ncbi.nlm.nih.gov/gene/?term=35511
scaRNA:PsiU2-35.45	scaRNA:PsiU2-35.45	small Cajal body-specific RNA : PsiU2-35.45	12798070	https://www.ncbi.nlm.nih.gov/gene/?term=12798070
Or42a	Or42a	Odorant receptor 42a	35514	https://www.ncbi.nlm.nih.gov/gene/?term=35514
Tsp42A	Tsp42A	Tetraspanin 42A	35515	https://www.ncbi.nlm.nih.gov/gene/?term=35515
Or42b	Or42b	Odorant receptor 42b	35516	https://www.ncbi.nlm.nih.gov/gene/?term=35516
dpr12	dpr12	defective proboscis extension response 12	50320	https://www.ncbi.nlm.nih.gov/gene/?term=50320
CG44438	CG44438	NA	19834939	https://www.ncbi.nlm.nih.gov/gene/?term=19834939
CR44125	CR44125	NA	14462542	https://www.ncbi.nlm.nih.gov/gene/?term=14462542
CG43366	CG43366	NA	35519	https://www.ncbi.nlm.nih.gov/gene/?term=35519
CR44126	CR44126	NA	14462543	https://www.ncbi.nlm.nih.gov/gene/?term=14462543
CG7882	CG7882	NA	35520	https://www.ncbi.nlm.nih.gov/gene/?term=35520
CG7881	CG7881	NA	35521	https://www.ncbi.nlm.nih.gov/gene/?term=35521
CR44127	CR44127	NA	14462544	https://www.ncbi.nlm.nih.gov/gene/?term=14462544
CG14591	CG14591	NA	35531	https://www.ncbi.nlm.nih.gov/gene/?term=35531
CR44130	CR44130	NA	14462545	https://www.ncbi.nlm.nih.gov/gene/?term=14462545
CCHa2-R	CCHa2-R	CCHamide-2 receptor	35535	https://www.ncbi.nlm.nih.gov/gene/?term=35535
CG7856	CG7856	NA	35533	https://www.ncbi.nlm.nih.gov/gene/?term=35533
CR43904	CR43904	NA	14462547	https://www.ncbi.nlm.nih.gov/gene/?term=14462547
CG11211	CG11211	NA	35545	https://www.ncbi.nlm.nih.gov/gene/?term=35545
Ptr	Ptr	Patched-related	35546	https://www.ncbi.nlm.nih.gov/gene/?term=35546
CG30432	CG30432	NA	246611	https://www.ncbi.nlm.nih.gov/gene/?term=246611
CG17994	CG17994	NA	35550	https://www.ncbi.nlm.nih.gov/gene/?term=35550
CR44161	CR44161	NA	14462548	https://www.ncbi.nlm.nih.gov/gene/?term=14462548
CR43905	CR43905	NA	14462549	https://www.ncbi.nlm.nih.gov/gene/?term=14462549
CG15233	CG15233	NA	35556	https://www.ncbi.nlm.nih.gov/gene/?term=35556
CG33919	CG33919	NA	3772720	https://www.ncbi.nlm.nih.gov/gene/?term=3772720
Fmo-2	Fmo-2	Flavin-containing monooxygenase 2	35561	https://www.ncbi.nlm.nih.gov/gene/?term=35561
CR45128	CR45128	NA	19835854	https://www.ncbi.nlm.nih.gov/gene/?term=19835854
Tdc1	Tdc1	Tyrosine decarboxylase 1	35573	https://www.ncbi.nlm.nih.gov/gene/?term=35573
CR44164	CR44164	NA	14462550	https://www.ncbi.nlm.nih.gov/gene/?term=14462550
CR44165	CR44165	NA	14462551	https://www.ncbi.nlm.nih.gov/gene/?term=14462551
CG15909	CG15909	NA	35572	https://www.ncbi.nlm.nih.gov/gene/?term=35572
Tdc2	Tdc2	Tyrosine decarboxylase 2	246620	https://www.ncbi.nlm.nih.gov/gene/?term=246620
Zip42C.1	Zip42C.1	Zinc/iron regulated transporter-related protein 42C.1	35579	https://www.ncbi.nlm.nih.gov/gene/?term=35579
Epac	Epac	Exchange protein directly activated by cAMP	35588	https://www.ncbi.nlm.nih.gov/gene/?term=35588
CR44442	CR44442	NA	19835124	https://www.ncbi.nlm.nih.gov/gene/?term=19835124
CG15236	CG15236	NA	35595	https://www.ncbi.nlm.nih.gov/gene/?term=35595
CG9445	CG9445	NA	50147	https://www.ncbi.nlm.nih.gov/gene/?term=50147
CR44166	CR44166	NA	14462552	https://www.ncbi.nlm.nih.gov/gene/?term=14462552
CG9447	CG9447	NA	35597	https://www.ncbi.nlm.nih.gov/gene/?term=35597
CR44169	CR44169	NA	14462553	https://www.ncbi.nlm.nih.gov/gene/?term=14462553
Spn42Db	Spn42Db	Serpin 42Db	35599	https://www.ncbi.nlm.nih.gov/gene/?term=35599
Spn42De	Spn42De	Serpin 42De	35602	https://www.ncbi.nlm.nih.gov/gene/?term=35602
CG30158	CG30158	NA	50149	https://www.ncbi.nlm.nih.gov/gene/?term=50149
ppk25	ppk25	pickpocket 25	2768722	https://www.ncbi.nlm.nih.gov/gene/?term=2768722
CR44170	CR44170	NA	14462554	https://www.ncbi.nlm.nih.gov/gene/?term=14462554
CG33914	CG33914	NA	3772464	https://www.ncbi.nlm.nih.gov/gene/?term=3772464
Tsp42Ek	Tsp42Ek	Tetraspanin 42Ek	35621	https://www.ncbi.nlm.nih.gov/gene/?term=35621
lbm	lbm	late bloomer	35623	https://www.ncbi.nlm.nih.gov/gene/?term=35623
Tsp42En	Tsp42En	Tetraspanin 42En	35624	https://www.ncbi.nlm.nih.gov/gene/?term=35624
Tsp42Ep	Tsp42Ep	Tetraspanin 42Ep	35626	https://www.ncbi.nlm.nih.gov/gene/?term=35626
Tsp42Eo	Tsp42Eo	Tetraspanin 42Eo	35625	https://www.ncbi.nlm.nih.gov/gene/?term=35625
Tsp42Er	Tsp42Er	Tetraspanin 42Er	35629	https://www.ncbi.nlm.nih.gov/gene/?term=35629
CG12836	CG12836	NA	35630	https://www.ncbi.nlm.nih.gov/gene/?term=35630
esn	esn	espinas	53557	https://www.ncbi.nlm.nih.gov/gene/?term=53557
Cyp9b1	Cyp9b1	Cytochrome P450-9b1	35634	https://www.ncbi.nlm.nih.gov/gene/?term=35634
CR44443	CR44443	NA	19835165	https://www.ncbi.nlm.nih.gov/gene/?term=19835165
Spn43Aa	Spn43Aa	Serpin 43Aa	45041	https://www.ncbi.nlm.nih.gov/gene/?term=45041
CG12828	CG12828	NA	5740660	https://www.ncbi.nlm.nih.gov/gene/?term=5740660
pk	pk	prickle	45343	https://www.ncbi.nlm.nih.gov/gene/?term=45343
Spn43Ad	Spn43Ad	Serpin 43Ad	35639	https://www.ncbi.nlm.nih.gov/gene/?term=35639
CG11060	CG11060	NA	35641	https://www.ncbi.nlm.nih.gov/gene/?term=35641
CG33140	CG33140	NA	35642	https://www.ncbi.nlm.nih.gov/gene/?term=35642
CG30385	CG30385	NA	246585	https://www.ncbi.nlm.nih.gov/gene/?term=246585
CG30384	CG30384	NA	246584	https://www.ncbi.nlm.nih.gov/gene/?term=246584
Or43a	Or43a	Odorant receptor 43a	35644	https://www.ncbi.nlm.nih.gov/gene/?term=35644
CR45280	CR45280	NA	19835573	https://www.ncbi.nlm.nih.gov/gene/?term=19835573
CG1850	CG1850	NA	35647	https://www.ncbi.nlm.nih.gov/gene/?term=35647
Dscam1	Dscam1	Down syndrome cell adhesion molecule 1	35652	https://www.ncbi.nlm.nih.gov/gene/?term=35652
CR45129	CR45129	NA	19836137	https://www.ncbi.nlm.nih.gov/gene/?term=19836137
CR44071	CR44071	NA	14462560	https://www.ncbi.nlm.nih.gov/gene/?term=14462560
Gr43a	Gr43a	Gustatory receptor 43a	35655	https://www.ncbi.nlm.nih.gov/gene/?term=35655
CR44201	CR44201	NA	14462561	https://www.ncbi.nlm.nih.gov/gene/?term=14462561
CG11112	CG11112	NA	35658	https://www.ncbi.nlm.nih.gov/gene/?term=35658
CG11113	CG11113	NA	35659	https://www.ncbi.nlm.nih.gov/gene/?term=35659
CG43123	CG43123	NA	12798080	https://www.ncbi.nlm.nih.gov/gene/?term=12798080
CG43267	CG43267	NA	12798081	https://www.ncbi.nlm.nih.gov/gene/?term=12798081
CG1701	CG1701	NA	35661	https://www.ncbi.nlm.nih.gov/gene/?term=35661
so	so	sine oculis	35662	https://www.ncbi.nlm.nih.gov/gene/?term=35662
CG11145	CG11145	NA	35663	https://www.ncbi.nlm.nih.gov/gene/?term=35663
CR44203	CR44203	NA	14462563	https://www.ncbi.nlm.nih.gov/gene/?term=14462563
CR44204	CR44204	NA	19835135	https://www.ncbi.nlm.nih.gov/gene/?term=19835135
fa2h	fa2h	fatty acid 2-hydroylase	35670	https://www.ncbi.nlm.nih.gov/gene/?term=35670
CR45320	CR45320	NA	19835743	https://www.ncbi.nlm.nih.gov/gene/?term=19835743
CR43723	CR43723	NA	14462565	https://www.ncbi.nlm.nih.gov/gene/?term=14462565
Corin	Corin	corin	35691	https://www.ncbi.nlm.nih.gov/gene/?term=35691
CR44444	CR44444	NA	19836064	https://www.ncbi.nlm.nih.gov/gene/?term=19836064
CR45131	CR45131	NA	19835632	https://www.ncbi.nlm.nih.gov/gene/?term=19835632
CG30491	CG30491	NA	35704	https://www.ncbi.nlm.nih.gov/gene/?term=35704
CG30495	CG30495	NA	246651	https://www.ncbi.nlm.nih.gov/gene/?term=246651
CG1339	CG1339	NA	35705	https://www.ncbi.nlm.nih.gov/gene/?term=35705
CG2070	CG2070	NA	35706	https://www.ncbi.nlm.nih.gov/gene/?term=35706
CG2065	CG2065	NA	35707	https://www.ncbi.nlm.nih.gov/gene/?term=35707
CG12826	CG12826	NA	35710	https://www.ncbi.nlm.nih.gov/gene/?term=35710
CG1941	CG1941	NA	35718	https://www.ncbi.nlm.nih.gov/gene/?term=35718
CG1942	CG1942	NA	35719	https://www.ncbi.nlm.nih.gov/gene/?term=35719
CG1946	CG1946	NA	35720	https://www.ncbi.nlm.nih.gov/gene/?term=35720
cn	cn	cinnabar	35724	https://www.ncbi.nlm.nih.gov/gene/?term=35724
CR45108	CR45108	NA	19835372	https://www.ncbi.nlm.nih.gov/gene/?term=19835372
Atg10	Atg10	Autophagy-related 10	50253	https://www.ncbi.nlm.nih.gov/gene/?term=50253
Dgk	Dgk	Diacyl glycerol kinase	35738	https://www.ncbi.nlm.nih.gov/gene/?term=35738
Or43b	Or43b	Odorant receptor 43b	35743	https://www.ncbi.nlm.nih.gov/gene/?term=35743
CG30380	CG30380	NA	246579	https://www.ncbi.nlm.nih.gov/gene/?term=246579
CG30379	CG30379	NA	246578	https://www.ncbi.nlm.nih.gov/gene/?term=246578
CG34430	CG34430	NA	5740489	https://www.ncbi.nlm.nih.gov/gene/?term=5740489
CG34431	CG34431	NA	5740655	https://www.ncbi.nlm.nih.gov/gene/?term=5740655
CG30378	CG30378	NA	246577	https://www.ncbi.nlm.nih.gov/gene/?term=246577
CG14763	CG14763	NA	35757	https://www.ncbi.nlm.nih.gov/gene/?term=35757
CR44272	CR44272	NA	19835298	https://www.ncbi.nlm.nih.gov/gene/?term=19835298
Dic3	Dic3	Dicarboxylate carrier 3	35763	https://www.ncbi.nlm.nih.gov/gene/?term=35763
Hey	Hey	Hairy/E(spl)-related with YRPW motif	35764	https://www.ncbi.nlm.nih.gov/gene/?term=35764
CG11191	CG11191	NA	35765	https://www.ncbi.nlm.nih.gov/gene/?term=35765
Odc2	Odc2	Ornithine decarboxylase 2	35767	https://www.ncbi.nlm.nih.gov/gene/?term=35767
CR45267	CR45267	NA	19835108	https://www.ncbi.nlm.nih.gov/gene/?term=19835108
CR43724	CR43724	NA	14462567	https://www.ncbi.nlm.nih.gov/gene/?term=14462567
Optix	Optix	optix	44108	https://www.ncbi.nlm.nih.gov/gene/?term=44108
sut2	sut2	sugar transporter 2	44269	https://www.ncbi.nlm.nih.gov/gene/?term=44269
sut3	sut3	sugar transporter 3	44268	https://www.ncbi.nlm.nih.gov/gene/?term=44268
CG8708	CG8708	NA	35792	https://www.ncbi.nlm.nih.gov/gene/?term=35792
CG34217	CG34217	NA	5740254	https://www.ncbi.nlm.nih.gov/gene/?term=5740254
dpn	dpn	deadpan	35800	https://www.ncbi.nlm.nih.gov/gene/?term=35800
CR44275	CR44275	NA	19835544	https://www.ncbi.nlm.nih.gov/gene/?term=19835544
CR44445	CR44445	NA	19835851	https://www.ncbi.nlm.nih.gov/gene/?term=19835851
CR44446	CR44446	NA	19836225	https://www.ncbi.nlm.nih.gov/gene/?term=19836225
CG44439	CG44439	NA	19835138	https://www.ncbi.nlm.nih.gov/gene/?term=19835138
CG14760	CG14760	NA	35802	https://www.ncbi.nlm.nih.gov/gene/?term=35802
CG14759	CG14759	NA	35803	https://www.ncbi.nlm.nih.gov/gene/?term=35803
CG2291	CG2291	NA	35804	https://www.ncbi.nlm.nih.gov/gene/?term=35804
CG12126	CG12126	NA	35805	https://www.ncbi.nlm.nih.gov/gene/?term=35805
CG30376	CG30376	NA	246576	https://www.ncbi.nlm.nih.gov/gene/?term=246576
CG30375	CG30375	NA	246575	https://www.ncbi.nlm.nih.gov/gene/?term=246575
CG30371	CG30371	NA	35806	https://www.ncbi.nlm.nih.gov/gene/?term=35806
CR44280	CR44280	NA	19835355	https://www.ncbi.nlm.nih.gov/gene/?term=19835355
CR44447	CR44447	NA	19835030	https://www.ncbi.nlm.nih.gov/gene/?term=19835030
CR44448	CR44448	NA	19835583	https://www.ncbi.nlm.nih.gov/gene/?term=19835583
CR44450	CR44450	NA	19835059	https://www.ncbi.nlm.nih.gov/gene/?term=19835059
pdm3	pdm3	pou domain motif 3	35813	https://www.ncbi.nlm.nih.gov/gene/?term=35813
CG11635	CG11635	NA	35808	https://www.ncbi.nlm.nih.gov/gene/?term=35808
whip	whip	whipple	5740782	https://www.ncbi.nlm.nih.gov/gene/?term=5740782
boly	boly	borrelly	35809	https://www.ncbi.nlm.nih.gov/gene/?term=35809
CG2127	CG2127	NA	35811	https://www.ncbi.nlm.nih.gov/gene/?term=35811
CG2121	CG2121	NA	35814	https://www.ncbi.nlm.nih.gov/gene/?term=35814
CG43296	CG43296	NA	12798379	https://www.ncbi.nlm.nih.gov/gene/?term=12798379
Lcp1	Lcp1	Larval cuticle protein 1	35817	https://www.ncbi.nlm.nih.gov/gene/?term=35817
Lcp3	Lcp3	Larval cuticle protein 3	35819	https://www.ncbi.nlm.nih.gov/gene/?term=35819
Cyp4e1	Cyp4e1	Cytochrome P450-4e1	44632	https://www.ncbi.nlm.nih.gov/gene/?term=44632
Mal-A2	Mal-A2	Maltase A2	35825	https://www.ncbi.nlm.nih.gov/gene/?term=35825
mtt	mtt	mangetout	35832	https://www.ncbi.nlm.nih.gov/gene/?term=35832
CR44279	CR44279	NA	19835711	https://www.ncbi.nlm.nih.gov/gene/?term=19835711
CG12780	CG12780	NA	35834	https://www.ncbi.nlm.nih.gov/gene/?term=35834
Cyp6a14	Cyp6a14	Cyp6a14	35835	https://www.ncbi.nlm.nih.gov/gene/?term=35835
CG42326	CG42326	NA	35838	https://www.ncbi.nlm.nih.gov/gene/?term=35838
CG43183	CG43183	NA	12798381	https://www.ncbi.nlm.nih.gov/gene/?term=12798381
CG8736	CG8736	NA	35841	https://www.ncbi.nlm.nih.gov/gene/?term=35841
CG8642	CG8642	NA	35845	https://www.ncbi.nlm.nih.gov/gene/?term=35845
CR44281	CR44281	NA	19835420	https://www.ncbi.nlm.nih.gov/gene/?term=19835420
CG8738	CG8738	NA	35855	https://www.ncbi.nlm.nih.gov/gene/?term=35855
CG8584	CG8584	NA	35856	https://www.ncbi.nlm.nih.gov/gene/?term=35856
CG12376	CG12376	NA	35857	https://www.ncbi.nlm.nih.gov/gene/?term=35857
CG14744	CG14744	NA	35858	https://www.ncbi.nlm.nih.gov/gene/?term=35858
CG14743	CG14743	NA	35860	https://www.ncbi.nlm.nih.gov/gene/?term=35860
PGRP-SC1b	PGRP-SC1b	Peptidoglycan recognition protein SC1b	35861	https://www.ncbi.nlm.nih.gov/gene/?term=35861
CG30357	CG30357	NA	246563	https://www.ncbi.nlm.nih.gov/gene/?term=246563
CR44278	CR44278	NA	19836002	https://www.ncbi.nlm.nih.gov/gene/?term=19836002
CG8746	CG8746	NA	35867	https://www.ncbi.nlm.nih.gov/gene/?term=35867
sns	sns	sticks and stones	44097	https://www.ncbi.nlm.nih.gov/gene/?term=44097
CG30350	CG30350	NA	246556	https://www.ncbi.nlm.nih.gov/gene/?term=246556
RyR	RyR	Ryanodine receptor	49090	https://www.ncbi.nlm.nih.gov/gene/?term=49090
CR45202	CR45202	NA	19835636	https://www.ncbi.nlm.nih.gov/gene/?term=19835636
CG8252	CG8252	NA	35884	https://www.ncbi.nlm.nih.gov/gene/?term=35884
CG34219	CG34219	NA	5740281	https://www.ncbi.nlm.nih.gov/gene/?term=5740281
CG8248	CG8248	NA	35888	https://www.ncbi.nlm.nih.gov/gene/?term=35888
CR44273	CR44273	NA	19835550	https://www.ncbi.nlm.nih.gov/gene/?term=19835550
CG8213	CG8213	NA	35902	https://www.ncbi.nlm.nih.gov/gene/?term=35902
Np	Np	Notopleural	35904	https://www.ncbi.nlm.nih.gov/gene/?term=35904
CG13744	CG13744	NA	35906	https://www.ncbi.nlm.nih.gov/gene/?term=35906
CG13747	CG13747	NA	35907	https://www.ncbi.nlm.nih.gov/gene/?term=35907
CG8170	CG8170	NA	35908	https://www.ncbi.nlm.nih.gov/gene/?term=35908
CG13743	CG13743	NA	35911	https://www.ncbi.nlm.nih.gov/gene/?term=35911
ana	ana	anachronism	35913	https://www.ncbi.nlm.nih.gov/gene/?term=35913
CNT1	CNT1	Concentrative nucleoside transporter 1	35915	https://www.ncbi.nlm.nih.gov/gene/?term=35915
CG8777	CG8777	NA	35921	https://www.ncbi.nlm.nih.gov/gene/?term=35921
CG8008	CG8008	NA	35935	https://www.ncbi.nlm.nih.gov/gene/?term=35935
CR44283	CR44283	NA	19835856	https://www.ncbi.nlm.nih.gov/gene/?term=19835856
CG8046	CG8046	NA	35936	https://www.ncbi.nlm.nih.gov/gene/?term=35936
CR44284	CR44284	NA	19835890	https://www.ncbi.nlm.nih.gov/gene/?term=19835890
unpg	unpg	unplugged	35942	https://www.ncbi.nlm.nih.gov/gene/?term=35942
CR45309	CR45309	NA	19836147	https://www.ncbi.nlm.nih.gov/gene/?term=19836147
CR44451	CR44451	NA	19835161	https://www.ncbi.nlm.nih.gov/gene/?term=19835161
Cyp4p3	Cyp4p3	Cyp4p3	35948	https://www.ncbi.nlm.nih.gov/gene/?term=35948
CG34141	CG34141	NA	4379870	https://www.ncbi.nlm.nih.gov/gene/?term=4379870
CR45132	CR45132	NA	19834779	https://www.ncbi.nlm.nih.gov/gene/?term=19834779
CG13954	CG13954	NA	35959	https://www.ncbi.nlm.nih.gov/gene/?term=35959
CG13739	CG13739	NA	35957	https://www.ncbi.nlm.nih.gov/gene/?term=35957
l(2)03659	l(2)03659	lethal (2) 03659	47905	https://www.ncbi.nlm.nih.gov/gene/?term=47905
CG8800	CG8800	NA	35962	https://www.ncbi.nlm.nih.gov/gene/?term=35962
CR45321	CR45321	NA	19835762	https://www.ncbi.nlm.nih.gov/gene/?term=19835762
CG33757	CG33757	NA	3772602	https://www.ncbi.nlm.nih.gov/gene/?term=3772602
Wnt2	Wnt2	Wnt oncogene analog 2	35975	https://www.ncbi.nlm.nih.gov/gene/?term=35975
brp	brp	bruchpilot	35977	https://www.ncbi.nlm.nih.gov/gene/?term=35977
CG1888	CG1888	NA	35979	https://www.ncbi.nlm.nih.gov/gene/?term=35979
CR45281	CR45281	NA	19836134	https://www.ncbi.nlm.nih.gov/gene/?term=19836134
Or45b	Or45b	Odorant receptor 45b	35980	https://www.ncbi.nlm.nih.gov/gene/?term=35980
CG12926	CG12926	NA	35996	https://www.ncbi.nlm.nih.gov/gene/?term=35996
CR44069	CR44069	NA	14462570	https://www.ncbi.nlm.nih.gov/gene/?term=14462570
CR44070	CR44070	NA	14462571	https://www.ncbi.nlm.nih.gov/gene/?term=14462571
CG30002	CG30002	NA	246384	https://www.ncbi.nlm.nih.gov/gene/?term=246384
CG10459	CG10459	NA	36000	https://www.ncbi.nlm.nih.gov/gene/?term=36000
CR44292	CR44292	NA	19835152	https://www.ncbi.nlm.nih.gov/gene/?term=19835152
sqa	sqa	spaghetti-squash activator	36002	https://www.ncbi.nlm.nih.gov/gene/?term=36002
CheA46a	CheA46a	Chemosensory protein A 46a	3772338	https://www.ncbi.nlm.nih.gov/gene/?term=3772338
trpl	trpl	transient receptor potential-like	36003	https://www.ncbi.nlm.nih.gov/gene/?term=36003
CG1690	CG1690	NA	36004	https://www.ncbi.nlm.nih.gov/gene/?term=36004
CR44205	CR44205	NA	19835418	https://www.ncbi.nlm.nih.gov/gene/?term=19835418
